supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
Turlock  City of,5/15/2018,144.6,San Joaquin River,547.64,765.65,MG," 72,879 ", 60 
Turlock  City of,4/15/2018,102.1,San Joaquin River,420.770588,612.4505,MG," 72,879 ", 53 
Turlock  City of,3/15/2018,74.2,San Joaquin River,334.81,482.38,MG," 72,879 ", 50 
Turlock  City of,2/15/2018,82.7,San Joaquin River,333.59,378.37,MG," 72,879 ", 51 
Turlock  City of,1/15/2018,70.6,San Joaquin River,341.7,340.36,MG," 72,879 ", 47 
Turlock  City of,12/15/2017,84.4,San Joaquin River,370.66,463.59,MG," 72,050 ", 51 
Turlock  City of,11/15/2017,97.2,San Joaquin River,420.12,521.89,MG," 72,050 ", 50 
Turlock  City of,10/15/2017,136.8,San Joaquin River,587.69,638.18,MG," 72,050 ", 52 
Turlock  City of,9/15/2017,164.3,San Joaquin River,616.57,745.22,MG," 72,050 ", 58 
Turlock  City of,8/15/2017,175.5,San Joaquin River,698.82,808.81,MG," 72,050 ", 56 
Turlock  City of,7/15/2017,183.0,San Joaquin River,728.14,927.17,MG," 72,050 ", 56 
Turlock  City of,6/15/2017,166.9,San Joaquin River,647.37,748.14,MG," 72,050 ", 56 
Turlock  City of,5/15/2017,126.3,San Joaquin River,603.84,765.65,MG," 72,050 ", 47 
Turlock  City of,4/15/2017,92.1,San Joaquin River,408.89,612.45,MG," 72,050 ", 49 
Turlock  City of,3/15/2017,77.4,San Joaquin River,370.77,482.38,MG," 72,050 ", 47 
Turlock  City of,2/15/2017,61.7,San Joaquin River,274.57,378.37,MG," 72,050 ", 45 
Turlock  City of,1/15/2017,63.9,San Joaquin River,298.1,340.36,MG," 72,050 ", 48 
Turlock  City of,12/15/2016,76.0,San Joaquin River,324.49,463.59,MG," 72,050 ", 52 
Turlock  City of,11/15/2016,85.4,San Joaquin River,366.63,521.89,MG," 72,050 ", 50 
Turlock  City of,10/15/2016,124.6,San Joaquin River,517.64,638.18,MG," 72,050 ", 54 
Turlock  City of,9/15/2016,154.7,San Joaquin River,600.72,745.22,MG," 72,050 ", 56 
Turlock  City of,8/15/2016,163.5,San Joaquin River,682.18,808.81,MG," 72,050 ", 54 
Turlock  City of,7/15/2016,174.5,San Joaquin River,699.14,927.17,MG," 72,050 ", 56 
Turlock  City of,6/15/2016,167.8,San Joaquin River,649.73,748.13,MG," 72,050 ", 56 
Turlock  City of,5/15/2016,133.0,San Joaquin River,536.78,765.65,MG," 72,050 ", 55 
Turlock  City of,4/15/2016,99.0,San Joaquin River,415.878977,612.4505,MG," 71,181 ", 51 
Turlock  City of,3/15/2016,71.0,San Joaquin River,322.54,482.38,MG," 71,181 ", 49 
Turlock  City of,2/15/2016,68.3,San Joaquin River,299.94,322.46,MG," 71,181 ", 47 
Turlock  City of,1/15/2016,63.1,San Joaquin River,288.71,340.36,MG," 71,181 ", 48 
Turlock  City of,12/15/2015,68.0,San Joaquin River,309.397427,463.5907,MG," 71,181 ", 48 
Turlock  City of,11/15/2015,82.6,San Joaquin River,349.32,521.89,MG," 71,181 ", 50 
Turlock  City of,10/15/2015,120.7,San Joaquin River,510.31,638.18,MG," 71,181 ", 52 
Turlock  City of,9/15/2015,142.8,San Joaquin River,549.4,745.22,MG," 71,181 ", 56 
Turlock  City of,8/15/2015,164.6,San Joaquin River,596.21,808.81,MG," 71,181 ", 61 
Turlock  City of,7/15/2015,155.0,San Joaquin River,602.9,927.2,MG," 71,181 ", 57 
Turlock  City of,6/15/2015,152.8,San Joaquin River,604.2774,748.1345,MG," 71,181 ", 54 
Turlock  City of,5/15/2015,134.1,San Joaquin River,476.28,765.65,MG," 71,181 ", 62 
Turlock  City of,4/15/2015,125.7,San Joaquin River,497.77,612.45,MG," 71,181 ", 54 
Turlock  City of,3/15/2015,109.0,San Joaquin River,473,482.4,MG," 71,181 ", 51 
Turlock  City of,2/15/2015,77.7,San Joaquin River,294.8,378.4,MG," 71,181 ", 53 
Turlock  City of,1/15/2015,75.2,San Joaquin River,298.3,340.4,MG," 71,181 ", 56 
Turlock  City of,12/15/2014,72.2,San Joaquin River,301,463.6,MG," 71,181 ", 53 
Turlock  City of,11/15/2014,99.3,San Joaquin River,413,521.9,MG," 71,181 ", 51 
Turlock  City of,10/15/2014,151.7,San Joaquin River,601.6,638.2,MG," 70,132 ", 55 
Turlock  City of,9/15/2014,174.1,San Joaquin River,708.4,745.2,MG," 71,181 ", 52 
Turlock  City of,8/15/2014,190.7,San Joaquin River,704959441,808805100,G," 71,181 ", 60 
Turlock  City of,7/15/2014,216.4,San Joaquin River,796,927,MG," 71,181 ", 60 
Turlock  City of,6/15/2014,237.1,San Joaquin River,791,748,MG," 71,181 ", 64 
Jurupa Community Service District,11/15/2018,114.2,South Coast,1937.301,1859.816,AF," 134,520 ", 73 
Jurupa Community Service District,10/15/2018,123.7,South Coast,2169.431,2317.742,AF," 134,520 ", 73 
Jurupa Community Service District,9/15/2018,156.6,South Coast,2621.065,2714.206,AF," 134,520 ", 74 
Jurupa Community Service District,8/15/2018,169.0,South Coast,2922.803,2961.995,AF," 134,520 ", 74 
Jurupa Community Service District,7/15/2018,177.3,South Coast,2986.311,3023.4,AF," 134,520 ", 76 
Jurupa Community Service District,6/15/2018,155.8,South Coast,2543.735,2811.871,AF," 131,265 ", 74 
Jurupa Community Service District,5/15/2018,137.7,South Coast,2262.54,2713.416,AF," 131,265 ", 76 
Jurupa Community Service District,4/15/2018,132.6,South Coast,2054.032,2116.689,AF," 131,265 ", 78 
Jurupa Community Service District,3/15/2018,82.2,South Coast,1369.429,1847.095,AF," 131,265 ", 75 
Jurupa Community Service District,2/15/2018,107.0,South Coast,1587.254,1250.921,AF," 132,926 ", 77 
Jurupa Community Service District,1/15/2018,107.0,South Coast,1780.986,1366.351,AF," 132,926 ", 76 
Jurupa Community Service District,12/15/2017,123.0,South Coast,2034.213,1686,AF," 130,396 ", 75 
Jurupa Community Service District,11/15/2017,140.2,South Coast,2043.08,1859.816,AF," 118,731 ", 75 
Jurupa Community Service District,10/15/2017,166.3,South Coast,2572.739,2317.743,AF," 118,731 ", 73 
Jurupa Community Service District,9/15/2017,177.1,South Coast,2580.77,2714.206,AF," 118,731 ", 75 
Jurupa Community Service District,8/15/2017,190.2,South Coast,2864.214,2961.995,AF," 118,731 ", 75 
Jurupa Community Service District,7/15/2017,206.6,South Coast,3070.127,3023.4,AF," 118,731 ", 76 
Jurupa Community Service District,6/15/2017,174.7,South Coast,2546.408,2811.871,AF," 118,731 ", 75 
Jurupa Community Service District,5/15/2017,155.3,South Coast,2338.328,2713.416,AF," 118,731 ", 75 
Jurupa Community Service District,4/15/2017,145.8,South Coast,2070.118,2116.689,AF," 118,731 ", 77 
Jurupa Community Service District,3/15/2017,113.7,South Coast,1585.124,1847.095,AF," 118,731 ", 81 
Jurupa Community Service District,2/15/2017,68.2,South Coast,953.423,1250.921,AF," 118,731 ", 73 
Jurupa Community Service District,1/15/2017,70.1,South Coast,990.016,1366.351,AF," 118,731 ", 80 
Jurupa Community Service District,12/15/2016,89.0,South Coast,1323.239,1686.876,AF," 118,731 ", 76 
Jurupa Community Service District,11/15/2016,115.4,South Coast,1705,1849.761,AF," 118,731 ", 74 
Jurupa Community Service District,10/15/2016,129.7,South Coast,1953.802,2326.021,AF," 118,731 ", 75 
Jurupa Community Service District,9/15/2016,163.1,South Coast,2409.914,2748.802,AF," 118,731 ", 74 
Jurupa Community Service District,8/15/2016,177.4,South Coast,2671.485,3006.107,AF," 118,731 ", 75 
Jurupa Community Service District,7/15/2016,181.6,South Coast,2698.698,3066.803,AF," 118,731 ", 76 
Jurupa Community Service District,6/15/2016,152.1,South Coast,2187.115,2854.249,AF," 118,731 ", 76 
Jurupa Community Service District,5/15/2016,134.9,South Coast,2005.116,2751.73,AF," 118,731 ", 76 
Jurupa Community Service District,4/15/2016,122.9,South Coast,1767.478,2128.064,AF," 118,731 ", 76 
Jurupa Community Service District,3/15/2016,100.1,South Coast,1448.951,1840.977,AF," 118,731 ", 78 
Jurupa Community Service District,2/15/2016,106.0,South Coast,1417.229,1220.088,AF," 118,731 ", 79 
Jurupa Community Service District,1/15/2016,82.1,South Coast,1189.271,1348.84,AF," 118,731 ", 78 
Jurupa Community Service District,12/15/2015,92.0,South Coast,1385.491,1668.761,AF," 118,731 ", 75 
Jurupa Community Service District,11/15/2015,114.9,South Coast,1697.973,1849.761,AF," 118,731 ", 74 
Jurupa Community Service District,10/15/2015,123.6,South Coast,1861.902,2326.019,AF," 118,731 ", 75 
Jurupa Community Service District,9/15/2015,128.6,South Coast,1899.173,2748.802,AF," 118,731 ", 74 
Jurupa Community Service District,8/15/2015,150.1,South Coast,2354.694,3006.107,AF," 118,731 ", 72 
Jurupa Community Service District,7/15/2015,126.3,South Coast,2097.311,3066.804,AF," 118,731 ", 68 
Jurupa Community Service District,6/15/2015,126.4,South Coast,2193.12,2854.249,AF," 118,731 ", 63 
Jurupa Community Service District,5/15/2015,107.1,South Coast,1753.769,2751.73,AF," 118,731 ", 69 
Jurupa Community Service District,4/15/2015,99.4,South Coast,1939.684,2128.064,AF," 118,731 ", 56 
Jurupa Community Service District,3/15/2015,90.3,South Coast,1758.608,1840.977,AF," 118,731 ", 58 
Jurupa Community Service District,2/15/2015,89.0,South Coast,1315.773,1220.088,AF," 118,731 ", 69 
Jurupa Community Service District,1/15/2015,79.4,South Coast,1299.669,1348.84,AF," 118,731 ", 69 
Jurupa Community Service District,12/15/2014,61.9,South Coast,1012.968,1668.761,AF," 118,731 ", 69 
Jurupa Community Service District,11/15/2014,106.4,South Coast,1735.656,1849.761,AF," 118,731 ", 67 
Jurupa Community Service District,10/15/2014,115.0,South Coast,2240.288,2326.021,AF," 118,731 ", 58 
Jurupa Community Service District,9/15/2014,149.0,South Coast,2506.362,2748.802,AF," 118,731 ", 65 
Jurupa Community Service District,8/15/2014,159.5,South Coast,2729.602,3006.107,AF," 118,731 ", 66 
Jurupa Community Service District,7/15/2014,157.7,South Coast,3019.297,3066.804,AF," 118,731 ", 59 
Jurupa Community Service District,6/15/2014,166.2,South Coast,2884.2,2854.249,AF," 118,731 ", 63 
Coastside County Water District,11/15/2018,43.6,San Francisco Bay,49.88,57.99,MG," 16,776 ", 44 
Coastside County Water District,10/15/2018,76.8,San Francisco Bay,60.49,68.72,MG," 16,776 ", 66 
Coastside County Water District,9/15/2018,47.1,San Francisco Bay,69.72,66.04,MG," 16,776 ", 34 
Coastside County Water District,8/15/2018,83.7,San Francisco Bay,67.98,84.56,MG," 16,776 ", 64 
Coastside County Water District,7/15/2018,47.4,San Francisco Bay,84.98,75.61,MG," 16,776 ", 29 
Coastside County Water District,6/15/2018,78.3,San Francisco Bay,61.55,69.55,MG," 16,776 ", 64 
Coastside County Water District,5/15/2018,37.4,San Francisco Bay,59.01,83.28,MG," 16,776 ", 33 
Coastside County Water District,4/15/2018,58.7,San Francisco Bay,44.79,62.55,MG," 16,776 ", 66 
Coastside County Water District,3/15/2018,33.0,San Francisco Bay,58.83,48.38,MG," 16,776 ", 29 
Coastside County Water District,2/15/2018,69.0,San Francisco Bay,43.8,45.63,MG," 16,776 ", 74 
Coastside County Water District,1/15/2018,44.2,San Francisco Bay,38.39,40.51,MG," 16,776 ", 60 
Coastside County Water District,12/15/2017,65.3,San Francisco Bay,46.45,55.88,MG," 16,740 ", 73 
Coastside County Water District,11/15/2017,42.1,San Francisco Bay,57.21,57.99,MG," 16,740 ", 37 
Coastside County Water District,10/15/2017,83.2,San Francisco Bay,67.5,68.72,MG," 16,740 ", 64 
Coastside County Water District,9/15/2017,63.1,San Francisco Bay,55.56,66.04,MG," 16,740 ", 57 
Coastside County Water District,8/15/2017,83.7,San Francisco Bay,70.07,84.56,MG," 16,740 ", 62 
Coastside County Water District,7/15/2017,44.8,San Francisco Bay,72.67,75.61,MG," 16,740 ", 32 
Coastside County Water District,6/15/2017,74.0,San Francisco Bay,63.9,69.55,MG," 16,704 ", 58 
Coastside County Water District,5/15/2017,35.3,San Francisco Bay,57.25,83.28,MG," 16,740 ", 32 
Coastside County Water District,4/15/2017,60.1,San Francisco Bay,41.33,62.55,MG," 16,740 ", 73 
Coastside County Water District,3/15/2017,29.0,San Francisco Bay,44.22,48.38,MG," 16,740 ", 34 
Coastside County Water District,2/15/2017,58.2,San Francisco Bay,28.4,45.63,MG," 16,740 ", 96 
Coastside County Water District,1/15/2017,37.7,San Francisco Bay,35.55,40.51,MG," 16,740 ", 55 
Coastside County Water District,12/15/2016,60.0,San Francisco Bay,43.78,55.88,MG," 16,704 ", 71 
Coastside County Water District,11/15/2016,36.5,San Francisco Bay,38.97,57.99,MG," 16,704 ", 47 
Coastside County Water District,10/15/2016,72.1,San Francisco Bay,59.29,68.72,MG," 16,704 ", 63 
Coastside County Water District,9/15/2016,44.9,San Francisco Bay,57.67,66.04,MG," 16,704 ", 39 
Coastside County Water District,8/15/2016,81.2,San Francisco Bay,68.97,84.56,MG," 16,704 ", 61 
Coastside County Water District,7/15/2016,42.6,San Francisco Bay,61.24,75.61,MG," 16,704 ", 36 
Coastside County Water District,6/15/2016,81.8,San Francisco Bay,67.23,69.55,MG," 16,704 ", 61 
Coastside County Water District,5/15/2016,38.6,San Francisco Bay,64.53,83.28,MG," 16,704 ", 31 
Coastside County Water District,4/15/2016,51.3,San Francisco Bay,43.58,62.55,MG," 16,704 ", 59 
Coastside County Water District,3/15/2016,31.8,San Francisco Bay,39.2,48.38,MG," 16,704 ", 42 
Coastside County Water District,2/15/2016,59.9,San Francisco Bay,39.75,45.63,MG," 16,704 ", 73 
Coastside County Water District,1/15/2016,35.2,San Francisco Bay,37.94,40.51,MG," 16,668 ", 48 
Coastside County Water District,12/15/2015,55.4,San Francisco Bay,38.18,55.88,MG," 16,668 ", 75 
Coastside County Water District,11/15/2015,38.8,San Francisco Bay,41.24,57.99,MG," 16,668 ", 47 
Coastside County Water District,10/15/2015,74.5,San Francisco Bay,56.6,68.72,MG," 16,668 ", 68 
Coastside County Water District,9/15/2015,44.9,San Francisco Bay,59.07,66.04,MG," 16,668 ", 38 
Coastside County Water District,8/15/2015,75.6,San Francisco Bay,62,84.56,MG," 16,668 ", 63 
Coastside County Water District,7/15/2015,35.5,San Francisco Bay,57.33,75.61,MG," 16,668 ", 32 
Coastside County Water District,6/15/2015,68.7,San Francisco Bay,56.87,69.55,MG," 16,668 ", 60 
Coastside County Water District,5/15/2015,39.4,San Francisco Bay,44.19,56,MG," 16,668 ", 46 
Coastside County Water District,4/15/2015,73.6,San Francisco Bay,48.88,62.55,MG," 16,668 ", 75 
Coastside County Water District,3/15/2015,38.5,San Francisco Bay,48.89,48.38,MG," 16,668 ", 41 
Coastside County Water District,2/15/2015,73.7,San Francisco Bay,50.33,45.63,MG," 16,668 ", 68 
Coastside County Water District,1/15/2015,37.1,San Francisco Bay,53.78,40.51,MG," 16,668 ", 36 
Coastside County Water District,12/15/2014,57.6,San Francisco Bay,39.11,51.1,MG," 16,652 ", 76 
Coastside County Water District,11/15/2014,41.8,San Francisco Bay,46.37,57.99,MG," 16,652 ", 45 
Coastside County Water District,10/15/2014,79.7,San Francisco Bay,57.13,68.72,MG," 16,652 ", 72 
Coastside County Water District,9/15/2014,48.2,San Francisco Bay,60.23,71.88,MG," 16,652 ", 40 
Coastside County Water District,8/15/2014,87.0,San Francisco Bay,74.89,84.56,MG," 16,652 ", 60 
Coastside County Water District,7/15/2014,50.0,San Francisco Bay,74.76,75.61,MG," 16,652 ", 35 
Coastside County Water District,6/15/2014,93.0,San Francisco Bay,67.83,69.55,MG," 16,652 ", 69 
Citrus Heights Water District,11/15/2018,128.1,Sacramento River,808,912,AF," 65,093 ", 95 
Citrus Heights Water District,10/15/2018,162.3,Sacramento River,1058,1297,AF," 65,093 ", 95 
Citrus Heights Water District,9/15/2018,210.8,Sacramento River,1330,1510,AF," 65,093 ", 95 
Citrus Heights Water District,8/15/2018,243.0,Sacramento River,1584,1924,AF," 65,093 ", 95 
Citrus Heights Water District,7/15/2018,266.5,Sacramento River,1737,2059,AF," 65,093 ", 95 
Citrus Heights Water District,6/15/2018,219.9,Sacramento River,1387,1817,AF," 65,093 ", 95 
Citrus Heights Water District,5/15/2018,164.5,Sacramento River,1072,1603,AF," 65,093 ", 95 
Citrus Heights Water District,4/15/2018,105.4,Sacramento River,665,1030,AF," 65,093 ", 95 
Citrus Heights Water District,3/15/2018,83.5,Sacramento River,544,820,AF," 65,093 ", 95 
Citrus Heights Water District,2/15/2018,89.3,Sacramento River,526,606,AF," 65,093 ", 95 
Citrus Heights Water District,1/15/2018,81.5,Sacramento River,531,603,AF," 65,093 ", 95 
Citrus Heights Water District,12/15/2017,88.1,Sacramento River,574,701,AF," 65,093 ", 95 
Citrus Heights Water District,11/15/2017,100.2,Sacramento River,632,912,AF," 65,093 ", 95 
Citrus Heights Water District,10/15/2017,173.2,Sacramento River,1129,1297,AF," 65,093 ", 95 
Citrus Heights Water District,9/15/2017,228.6,Sacramento River,1442,1510,AF," 65,093 ", 95 
Citrus Heights Water District,8/15/2017,241.0,Sacramento River,1571,1924,AF," 65,093 ", 95 
Citrus Heights Water District,7/15/2017,253.3,Sacramento River,1651,2059,AF," 65,093 ", 95 
Citrus Heights Water District,6/15/2017,224.0,Sacramento River,1413,1817,AF," 65,093 ", 95 
Citrus Heights Water District,5/15/2017,174.7,Sacramento River,1139,1603,AF," 65,093 ", 95 
Citrus Heights Water District,4/15/2017,91.3,Sacramento River,576,1030,AF," 65,093 ", 95 
Citrus Heights Water District,3/15/2017,83.9,Sacramento River,547,820,AF," 65,093 ", 95 
Citrus Heights Water District,2/15/2017,75.4,Sacramento River,444,606,AF," 65,093 ", 95 
Citrus Heights Water District,1/15/2017,73.9,Sacramento River,482,603,AF," 65,093 ", 95 
Citrus Heights Water District,12/15/2016,79.6,Sacramento River,519,701,AF," 65,093 ", 95 
Citrus Heights Water District,11/15/2016,89.1,Sacramento River,562,912,AF," 65,093 ", 95 
Citrus Heights Water District,10/15/2016,129.0,Sacramento River,841,1297,AF," 65,093 ", 95 
Citrus Heights Water District,9/15/2016,199.4,Sacramento River,1258,1510,AF," 65,093 ", 95 
Citrus Heights Water District,8/15/2016,242.4,Sacramento River,1580,1924,AF," 65,093 ", 95 
Citrus Heights Water District,7/15/2016,237.0,Sacramento River,1545,2059,AF," 65,093 ", 95 
Citrus Heights Water District,6/15/2016,213.1,Sacramento River,1344,1817,AF," 65,093 ", 95 
Citrus Heights Water District,5/15/2016,147.0,Sacramento River,979,1603,AF," 65,093 ", 93 
Citrus Heights Water District,4/15/2016,107.5,Sacramento River,678,1030,AF," 65,093 ", 95 
Citrus Heights Water District,3/15/2016,76.8,Sacramento River,518,820,AF," 67,333 ", 95 
Citrus Heights Water District,2/15/2016,76.9,Sacramento River,485,606,AF," 67,333 ", 95 
Citrus Heights Water District,1/15/2016,80.1,Sacramento River,540,603,AF," 67,333 ", 95 
Citrus Heights Water District,12/15/2015,77.1,Sacramento River,520,701,AF," 67,333 ", 95 
Citrus Heights Water District,11/15/2015,82.3,Sacramento River,537,889,AF," 67,333 ", 95 
Citrus Heights Water District,10/15/2015,136.3,Sacramento River,919,1297,AF," 67,333 ", 95 
Citrus Heights Water District,9/15/2015,164.0,Sacramento River,1070,1510,AF," 67,333 ", 95 
Citrus Heights Water District,8/15/2015,176.2,Sacramento River,1188,1924,AF," 67,333 ", 95 
Citrus Heights Water District,7/15/2015,175.7,Sacramento River,1185,2059,AF," 67,333 ", 95 
Citrus Heights Water District,6/15/2015,163.2,Sacramento River,1065,1817,AF," 67,333 ", 95 
Citrus Heights Water District,5/15/2015,128.9,Sacramento River,869,1603,AF," 67,333 ", 95 
Citrus Heights Water District,4/15/2015,116.6,Sacramento River,761,1030,AF," 67,333 ", 95 
Citrus Heights Water District,3/15/2015,107.7,Sacramento River,726,820,AF," 67,333 ", 95 
Citrus Heights Water District,2/15/2015,83.9,Sacramento River,511,606,AF," 67,333 ", 95 
Citrus Heights Water District,1/15/2015,84.5,Sacramento River,570,602,AF," 67,333 ", 95 
Citrus Heights Water District,12/15/2014,83.5,Sacramento River,563,701,AF," 67,333 ", 95 
Citrus Heights Water District,11/15/2014,104.5,Sacramento River,682,912,AF," 67,333 ", 95 
Citrus Heights Water District,10/15/2014,152.9,Sacramento River,1031,1297,AF," 67,333 ", 95 
Citrus Heights Water District,9/15/2014,195.4,Sacramento River,1275,1509,AF," 67,333 ", 95 
Citrus Heights Water District,8/15/2014,193.7,Sacramento River,1477,1924,AF," 67,333 ", 84 
Citrus Heights Water District,7/15/2014,214.8,Sacramento River,1622,2059,AF," 67,475 ", 85 
Citrus Heights Water District,6/15/2014,211.8,Sacramento River,1548,1816,AF," 67,475 ", 85 
Burlingame  City of,10/15/2018,81.2,San Francisco Bay,118665686,132572552,G," 31,109 ", 66 
Burlingame  City of,9/15/2018,81.2,San Francisco Bay,124043075,149219598,G," 31,109 ", 61 
Burlingame  City of,8/15/2018,81.2,San Francisco Bay,133196025,156953978,G," 31,109 ", 59 
Burlingame  City of,7/15/2018,74.0,San Francisco Bay,129690060,165877230,G," 31,109 ", 55 
Burlingame  City of,6/15/2018,66.8,San Francisco Bay,122765675,165840571,G," 31,109 ", 51 
Burlingame  City of,5/15/2018,56.9,San Francisco Bay,112883569,142370084,G," 31,109 ", 49 
Burlingame  City of,4/15/2018,36.2,San Francisco Bay,91356335,130717859,G," 31,109 ", 37 
